order_id,customer_id,product_id,order_date,quantity,unit_price,status
O004787,C0055,P0088,2023-02-21,0,73.35,cancelled
O004307,C0477,P0009,2022-11-16,3,418.85,returned
O001896,C0213,P0030,2022-03-16,1,369.79,cancelled
O000553,C0232,P0087,2023-11-26,3,252.57,completed
O004032,C0482,P0038,2023-04-11,-1,384.31,returned
O004850,C0248,P0024,2022-01-12,1,461.57,completed
O001289,C0465,P0065,05/10/2023,3,386.53,returned
O004249,C0471,P0013,01/18/2022,-1,114.66,cancelled
O004831,C0087,P0071,2024-06-09,0,94.72,cancelled
O003144,C0475,P0003,2023-08-20,3,322.88,returned
O002757,C0012,P0001,2023-10-01,4,337.49,completed
O003026,C0162,P0092,2022-02-06,0,467.85,completed
O001645,C0423,P0072,2022-12-02,4,284.31,completed
O001230,C0040,P0015,2022-12-25,1,76.04,completed
O004461,C0444,P0007,01/03/2024,1,379.91,cancelled
O001436,C0400,P0089,2023-04-27,1,573.6,completed
O003196,C0310,P0024,2022-01-21,1,461.37,cancelled
O001100,C0085,P0093,2024-03-23,3,32.99,returned
O001761,C0151,P0056,2023-04-09,1,326.19,completed
O004789,C0479,P0027,2022-12-21,1,307.97,completed
O001313,C0194,P0091,2023-07-28,0,29.51,cancelled
O000481,C0149,P0089,2024-03-28,3,566.45,cancelled
O000598,C0438,P0094,2022-12-27,1,445.67,completed
O001678,,P0012,2024-06-20,-1,478.25,cancelled
O002076,C0281,P0005,2023-02-11,1,159.87,cancelled
O004134,C0380,P0032,2022-09-22,1,57.31,completed
O000404,C0116,P0098,2022-06-17,2,54.12,returned
O004590,C0234,P0054,2022-07-22,4,521.78,completed
O003887,C0473,P0013,02/23/2022,1,118.53,completed
O002164,C0358,P0051,2023-09-25,2,357.63,completed
O004682,C0253,P0037,2024-01-14,1,467.47,completed
O003695,C0292,P0053,2024-02-15,2,374.69,returned
O003639,C0469,P0093,2023-11-12,1,29.55,returned
O002413,C0371,P0074,2024-01-11,-1,461.83,cancelled
O001479,C0383,P0050,2024-01-25,1,404.34,completed
O004436,C0125,P0006,08/08/2023,0,99.37,completed
O002192,C0335,P0084,2022-09-18,3,427.31,completed
O002335,C0487,P0089,09/24/2022,2,434.28,completed
O000355,C0329,P0013,11/27/2022,0,111.26,completed
O002863,C0235,P0002,2022-06-09,2,267.6,cancelled
O001782,C0409,P0045,2023-02-18,4,461.39,completed
O002720,C0117,P0003,2023-04-18,1,232.05,returned
O000357,C0270,P0076,2023-11-05,-1,184.35,cancelled
O003912,C0224,P0075,02/03/2023,1,333.48,cancelled
O000241,C0492,P0039,2024-03-26,3,328.16,completed
O001092,C0212,P0081,2023-05-18,1,24.94,returned
O003867,C0486,P0030,2022-03-25,1,274.12,cancelled
O000946,C0040,P0069,2023-09-11,2,244.94,completed
O000345,C0298,P0061,2022-01-10,1,16.56,completed
O000474,C0233,P0071,2023-03-12,1,111.95,completed
O000130,C0095,P0049,2023-10-20,0,387.56,completed
O002875,C0302,P0078,2023-11-05,1,253.49,completed
O001262,C0382,P0094,2022-12-29,1,353.8,completed
O004648,C0050,P0016,2024-04-15,4,110.1,completed
O003520,C0009,P0080,2022-12-18,4,185.56,completed
O003479,C0409,P0092,2022-01-27,2,539.66,completed
O004099,C0084,P0078,2023-07-28,1,186.25,cancelled
O003585,C0218,P0029,2024-03-19,-1,310.05,completed
O001480,C0325,P0031,2022-01-15,1,325.73,cancelled
O002639,C0001,P0098,01/03/2023,4,40.43,completed
O002781,C0134,P0017,2023-04-18,1,258.12,completed
O000585,C0272,P0010,2022-10-24,3,138.28,completed
O003449,C0157,P0022,2022-01-12,1,401.29,completed
O000583,C0084,P0019,2024-05-15,3,188.07,completed
O002042,C0067,P0066,2022-10-06,4,262.28,completed
O000364,C0337,P0077,2023-06-01,4,125.15,completed
O001296,C0280,P0084,2024-02-13,-1,387.22,returned
O000015,C0426,P0053,2023-03-25,3,467.07,completed
O000988,C0022,P0084,2022-05-14,1,487.96,returned
O004921,C0087,P0069,08/17/2022,-1,338.66,completed
O002131,C0323,P0081,2023-11-08,1,27.14,cancelled
O000363,C0360,P0014,2023-01-02,-1,174.06,returned
O002122,C0022,P0078,2024-03-14,1,227.22,completed
O002467,C0388,P0075,2022-11-22,4,325.08,returned
O002503,C0295,P0018,2024-06-09,4,201.75,cancelled
O004725,C0241,P0044,11/16/2023,1,67.03,completed
O000054,C0372,P0030,10/03/2023,3,332.75,completed
O003965,C0152,P0072,2023-01-09,0,357.02,completed
O001755,C0461,P0077,2022-09-12,3,147.42,cancelled
O002779,C0441,P0002,2022-12-29,2,284.17,completed
O001268,C0364,P0054,2023-05-18,2,518.62,cancelled
O002887,C0220,P0014,2023-05-12,0,210.66,cancelled
O003531,C0487,P0068,2022-12-24,2,301.91,completed
O000644,C0497,P0053,2022-06-29,2,393.91,returned
O003976,C0380,P0074,2023-08-26,1,505.24,cancelled
O000575,C0074,P0061,2022-05-23,1,18.41,completed
O002658,,P0038,2022-08-16,4,352.0,cancelled
O000929,C0398,P0086,2023-10-31,0,493.02,returned
O002634,C0023,P0074,2023-03-24,3,473.6,completed
O002974,C0098,P0085,2022-09-08,0,229.72,returned
O000111,C0471,P0042,2022-12-15,1,378.66,completed
O000402,C0119,P0046,2022-08-25,2,102.74,completed
O003665,C0279,P0051,07/12/2022,0,326.87,completed
O004754,C0402,P0083,2022-06-24,-1,208.32,completed
O004926,C0301,P0035,2022-02-11,4,530.74,completed
O000086,C0252,P0019,09/01/2022,0,219.85,completed
O004748,C0369,P0052,2023-01-17,-1,99.27,returned
O000233,C0321,P0086,2022-06-21,1,487.64,returned
O000336,C0065,P0094,10/16/2022,3,342.52,completed
O003594,C0225,P0048,2024-06-10,2,52.97,returned
O001142,C0412,P0058,2022-04-13,3,221.02,cancelled
O004613,C0054,P0047,11/09/2022,1,363.35,completed
O002088,C0229,P0044,2024-01-09,1,64.26,returned
O001132,C0207,P0036,2022-10-29,2,259.32,returned
O004862,C0185,P0010,2023-11-21,1,143.48,completed
O004135,C0046,P0004,2023-05-27,-1,75.51,completed
O003375,C0384,P0034,10/27/2022,1,418.75,completed
O000102,C0071,P0083,2022-10-14,0,237.88,cancelled
O003550,C0423,P0017,05/25/2022,0,233.94,returned
O000857,C0023,P0014,2024-01-12,1,226.18,completed
O003521,C0002,P0074,2023-12-10,2,467.95,completed
O004198,C0373,P0019,2022-11-11,3,169.92,cancelled
O001857,C0323,P0061,2023-12-19,1,13.67,completed
O003543,C0458,P0095,2022-04-01,1,37.2,completed
O003968,C0119,P0063,2024-03-23,2,8.24,cancelled
O001316,C0334,P0004,2023-07-26,0,98.45,completed
O004675,C0488,P0086,2022-05-27,0,544.86,returned
O004383,C0389,P0097,2023-05-17,1,280.41,completed
O003358,C0269,P0029,2022-04-24,1,345.63,completed
O001840,C0109,P0080,2022-04-17,0,236.68,completed
O003627,C0098,P0050,04/18/2023,1,322.75,completed
O002594,C0276,P0059,2024-05-01,4,195.19,returned
O001260,C0267,P0059,03/13/2023,-1,209.74,completed
O004946,C0012,P0066,02/05/2024,1,244.36,completed
O001859,C0031,P0079,2023-05-20,2,152.41,cancelled
O003349,C0229,P0095,2023-12-15,-1,38.48,cancelled
O002252,C0288,P0090,2024-06-17,3,32.25,completed
O004361,C0171,P0031,2023-10-20,3,367.77,completed
O001192,C0061,P0007,2022-11-02,1,439.34,completed
O001257,C0474,P0036,2024-02-11,1,219.49,cancelled
O003188,C0397,P0024,2022-11-05,-1,368.97,completed
O004091,C0186,P0085,2024-04-22,1,166.76,completed
O000159,C0339,P0018,2022-02-28,0,236.27,completed
O004377,C0096,P0004,2023-02-24,1,93.64,returned
O002995,C0166,P0098,2023-11-13,0,42.99,completed
O004848,C0468,P0037,2022-04-27,4,474.05,cancelled
O002888,C0469,P0100,2023-02-15,1,342.58,completed
O000134,C0463,P0005,2022-03-22,0,138.73,cancelled
O004972,C0447,P0095,2022-06-23,3,39.04,completed
O004502,C0379,P0026,2024-04-27,1,227.35,completed
O000089,C0134,P0051,2022-08-31,3,358.19,completed
O000691,C0465,P0039,2023-03-24,1,263.36,completed
O000502,C0252,P0026,2023-03-28,1,202.44,returned
O003363,C0049,P0018,2022-09-14,0,247.09,returned
O003241,C0101,P0029,2022-01-13,0,365.09,cancelled
O003955,C0115,P0018,2024-01-16,1,254.37,returned
O004175,C0019,P0097,2022-08-19,1,315.61,cancelled
O002758,C0215,P0047,2024-04-15,1,484.18,completed
O003217,C0300,P0018,2022-05-07,4,206.52,completed
O001704,C0244,P0012,2024-02-17,1,365.59,completed
O002395,C0075,P0016,2022-08-27,1,131.45,completed
O004761,C0363,P0028,2022-12-21,-1,399.59,cancelled
O004910,C0472,P0054,2024-04-17,1,388.44,cancelled
O000270,C0407,P0099,2023-09-08,1,230.21,completed
O001240,C0186,P0072,2024-01-21,0,331.94,returned
O001846,C0126,P0055,2024-03-16,4,347.55,completed
O001131,C0190,P0084,2023-03-28,3,412.64,completed
O002260,C0368,P0039,2022-07-18,2,359.25,cancelled
O004500,C0456,P0083,2023-08-26,2,206.12,completed
O002881,C0477,P0079,2022-02-20,-1,155.69,completed
O002926,,P0030,2022-12-01,0,407.67,returned
O001338,C0244,P0076,2022-04-29,1,189.83,cancelled
O000841,C0295,P0012,2023-04-17,-1,401.57,returned
O003946,C0297,P0066,2022-09-13,4,229.33,completed
O000078,C0284,P0092,2022-07-03,1,504.38,completed
O002451,C0062,P0066,2022-03-30,1,211.96,cancelled
O000594,,P0062,12/09/2023,1,131.14,completed
O004906,C0439,P0073,2024-03-27,2,186.96,completed
O002809,C0093,P0006,2023-09-11,3,128.2,completed
O003582,C0308,P0065,2023-12-02,4,464.95,cancelled
O004446,C0407,P0091,01/29/2023,2,27.84,completed
O002437,C0225,P0019,2023-01-09,1,225.06,completed
O004303,C0310,P0048,2023-07-23,4,52.64,returned
O000861,C0053,P0073,2024-02-25,-1,186.45,cancelled
O001790,C0490,P0074,2024-05-21,-1,442.72,completed
O000026,,P0079,2022-07-10,0,164.76,returned
O000874,C0204,P0061,2022-03-23,4,15.04,returned
O000774,C0199,P0099,2024-04-27,4,296.67,completed
O002679,C0310,P0046,2024-05-13,3,106.9,completed
O000045,C0365,P0032,2022-09-13,1,66.51,returned
O004112,C0441,P0008,2023-09-19,0,114.8,completed
O002750,C0401,P0031,06/13/2022,3,439.33,completed
O003340,C0403,P0095,2023-06-03,2,44.13,completed
O000178,C0305,P0085,2023-10-01,1,162.39,completed
O002190,C0066,P0072,2022-06-29,3,356.99,completed
O003205,C0075,P0044,2022-04-12,0,57.38,completed
O004899,C0151,P0043,2022-09-29,3,164.0,completed
O000737,C0180,P0086,2024-05-14,2,516.43,completed
O000194,C0490,P0044,2022-01-13,2,60.82,cancelled
O001115,C0481,P0004,2024-05-13,4,76.39,completed
O000992,C0086,P0090,2023-06-21,1,41.73,cancelled
O001154,C0366,P0094,2022-06-08,1,374.67,completed
O003831,C0243,P0098,2022-10-06,4,39.24,returned
O001369,C0021,P0048,2022-09-07,-1,38.64,completed
O000566,C0332,P0061,2023-06-04,4,17.84,cancelled
O000725,,P0019,2024-03-24,4,224.59,cancelled
O003838,C0274,P0083,2022-03-25,1,192.33,completed
O001662,,P0092,2023-06-07,3,496.37,completed
O003302,C0034,P0067,04/20/2024,2,284.23,completed
O000749,C0390,P0058,2023-06-01,-1,190.7,completed
O003970,C0370,P0019,2023-02-14,0,239.02,cancelled
O003239,C0099,P0094,2024-03-03,2,491.35,cancelled
O001511,C0013,P0043,2022-08-10,1,138.9,completed
O001420,,P0056,05/14/2023,3,409.6,returned
O003018,C0087,P0055,2023-10-25,2,307.8,cancelled
O003523,C0035,P0046,2022-06-28,1,102.14,cancelled
O000455,C0486,P0079,2023-04-27,2,129.04,completed
O001560,C0365,P0092,2022-07-10,2,405.54,cancelled
O004465,C0096,P0086,2023-02-25,2,480.5,completed
O000120,,P0050,2024-03-16,1,374.59,completed
O003503,C0482,P0065,2023-10-28,2,467.17,completed
O001757,C0224,P0055,2022-01-21,-1,316.64,completed
O003061,C0033,P0044,2022-04-28,0,48.6,completed
O004571,C0076,P0095,2024-01-15,1,45.14,returned
O000323,C0269,P0011,2022-01-27,0,384.59,completed
O002547,C0246,P0026,2024-03-24,1,155.86,returned
O001108,C0350,P0041,2023-08-11,0,306.07,completed
O000573,C0229,P0012,2022-12-26,3,388.89,returned
O003139,C0449,P0006,2024-02-05,1,102.17,completed
O003986,C0356,P0064,2023-07-18,-1,120.57,completed
O001647,C0152,P0095,2023-09-12,1,44.58,cancelled
O002855,C0329,P0081,12/14/2022,1,27.33,cancelled
O003309,C0349,P0028,2022-02-07,4,461.14,completed
O002205,C0124,P0016,2022-01-16,4,109.13,cancelled
O003514,C0040,P0089,2024-04-24,0,535.93,cancelled
O004320,C0062,P0024,2024-05-25,1,442.72,completed
O003506,C0216,P0011,2022-01-24,-1,421.92,completed
O002635,C0427,P0042,2023-02-07,1,547.83,completed
O003932,C0450,P0022,2024-03-28,1,330.81,completed
O003032,C0106,P0020,2023-03-30,0,590.32,returned
O003025,C0078,P0030,2023-08-17,1,338.54,completed
O000454,C0291,P0090,2022-03-22,-1,34.71,returned
O003581,C0183,P0011,2022-03-23,2,536.99,completed
O003817,C0156,P0002,2022-11-27,3,262.95,completed
O003332,C0325,P0050,08/04/2022,1,333.1,returned
O000425,C0477,P0099,2023-04-12,4,242.59,returned
O000085,C0389,P0095,12/10/2022,1,42.14,cancelled
O003761,C0406,P0045,2024-06-04,1,382.68,completed
O000499,C0130,P0085,2023-12-14,1,226.18,completed
O003310,C0255,P0078,2024-06-01,0,222.32,completed
O000031,C0345,P0016,09/22/2023,1,113.78,completed
O001223,C0064,P0085,2024-03-12,1,178.79,completed
O004684,C0308,P0051,2022-06-15,2,379.65,returned
O000991,C0230,P0016,12/22/2022,4,147.95,returned
O000220,C0007,P0026,2023-07-20,1,203.24,returned
O003914,C0154,P0053,2023-05-17,0,494.53,completed
O004683,C0271,P0019,2023-03-26,1,237.7,completed
O001461,C0108,P0065,2023-03-02,2,406.38,completed
O004536,C0195,P0048,2022-02-05,2,46.46,returned
O003329,C0010,P0094,2023-08-27,2,490.73,completed
O000155,C0217,P0045,2023-12-31,3,432.74,completed
O003719,C0142,P0080,2022-03-10,0,191.81,completed
O002403,C0071,P0049,2023-10-28,4,363.57,completed
O000383,C0226,P0030,2023-10-01,1,301.3,completed
O001564,C0105,P0084,2023-12-29,3,473.97,completed
O000429,C0133,P0080,2023-03-14,4,211.23,cancelled
O004117,C0111,P0004,2022-09-13,1,96.14,cancelled
O002625,C0107,P0054,2023-01-20,1,509.66,completed
O002864,C0422,P0091,2023-04-08,0,24.55,returned
O002096,C0398,P0059,2023-05-24,1,193.63,returned
O002026,C0426,P0025,2024-03-19,0,305.76,cancelled
O002293,C0228,P0018,01/29/2023,0,227.15,completed
O004244,C0312,P0075,2023-09-05,3,286.34,completed
O000677,C0253,P0093,2023-05-12,-1,38.01,completed
O002969,C0286,P0031,01/04/2022,2,358.36,cancelled
O002852,C0266,P0009,2023-06-10,1,396.11,cancelled
O001237,C0276,P0068,2024-01-22,0,304.34,cancelled
O003842,C0013,P0059,02/20/2023,1,255.71,completed
O001976,C0415,P0087,2022-01-16,-1,242.73,completed
O003046,C0386,P0030,2023-10-30,1,407.88,completed
O002496,C0271,P0091,2023-04-18,1,35.03,completed
O000826,C0401,P0052,2022-10-16,4,97.9,completed
O002700,C0021,P0054,05/07/2024,2,493.86,completed
O002340,C0464,P0011,2023-03-18,2,397.96,completed
O003420,C0011,P0015,2022-05-08,2,74.09,returned
O003672,C0294,P0089,2022-09-17,0,524.43,completed
O002113,C0411,P0015,11/04/2022,2,81.89,cancelled
O003564,C0373,P0045,2023-06-07,-1,426.86,cancelled
O002988,C0035,P0007,05/18/2024,3,402.68,completed
O001806,C0311,P0021,2022-03-08,-1,271.97,completed
O003154,C0145,P0009,2023-10-11,4,473.57,cancelled
O004602,C0489,P0010,2024-06-17,1,159.7,completed
O004685,C0237,P0035,2023-02-01,1,527.0,completed
O001251,,P0076,2022-03-27,1,193.66,returned
O002033,C0100,P0080,2022-08-18,1,190.24,cancelled
O004510,C0239,P0064,05/14/2024,-1,131.8,cancelled
O003737,C0121,P0083,2024-01-16,-1,200.74,returned
O004445,C0160,P0058,2023-09-17,1,236.38,completed
O001753,C0430,P0027,2023-09-23,0,253.34,cancelled
O001405,C0158,P0021,2024-01-01,3,264.17,returned
O002092,C0321,P0044,2024-03-19,0,69.05,completed
O003945,C0426,P0073,2022-11-01,-1,181.1,completed
O004147,C0314,P0055,2022-09-19,3,390.38,completed
O002528,C0478,P0023,2022-05-21,4,70.46,completed
O002898,C0141,P0037,05/22/2024,3,444.61,completed
O002100,C0227,P0011,2022-06-20,1,444.42,completed
O003138,C0437,P0016,2022-06-04,0,122.2,completed
O001101,C0418,P0014,2023-09-03,3,209.45,cancelled
O001995,C0073,P0038,2022-11-27,1,423.35,completed
O001562,C0091,P0030,2023-11-07,4,324.88,completed
O002005,C0193,P0011,2023-01-09,1,486.04,completed
O002976,C0331,P0014,2023-09-02,-1,202.66,cancelled
O004601,C0181,P0040,2023-11-01,2,203.37,completed
O004881,C0039,P0062,2022-11-10,4,136.5,completed
O003179,C0129,P0031,2024-04-23,-1,425.19,cancelled
O002868,C0431,P0066,04/26/2024,3,264.36,cancelled
O003465,C0098,P0039,2022-10-04,0,327.82,completed
O001259,C0427,P0048,2022-01-07,-1,41.76,cancelled
O002815,C0396,P0096,2024-06-14,3,57.26,completed
O000597,C0015,P0096,2023-11-18,4,75.7,completed
O004455,C0346,P0085,2023-12-04,4,184.83,completed
O004860,C0387,P0057,02/11/2023,3,444.62,completed
O001646,C0310,P0026,2023-05-12,4,219.03,cancelled
O003742,C0329,P0038,2023-07-01,1,416.71,completed
O002161,C0444,P0071,2023-07-14,1,85.17,returned
O004114,C0441,P0099,2023-02-11,2,237.16,completed
O004997,C0212,P0054,2022-07-17,1,476.65,completed
O002665,C0377,P0097,2022-01-12,-1,271.15,completed
O000500,C0355,P0099,2024-02-27,0,292.27,completed
O004375,C0111,P0058,2022-09-27,3,253.99,returned
O004448,C0406,P0098,2023-10-04,0,36.66,cancelled
O000325,C0015,P0046,2023-06-24,1,141.33,returned
O004117,C0111,P0004,2022-09-13,1,96.14,cancelled
O002268,C0087,P0052,2022-02-25,1,94.26,completed
O002584,,P0032,2024-02-24,0,55.27,returned
O000509,C0206,P0083,2022-12-08,3,172.4,completed
O001604,C0150,P0011,2023-10-12,4,430.43,returned
O001502,C0124,P0086,2023-09-06,4,462.61,returned
O004279,C0064,P0049,2023-05-10,1,352.88,returned
O004573,C0082,P0055,09/10/2022,3,369.91,returned
O002385,C0231,P0046,08/05/2022,4,138.58,completed
O004074,C0127,P0071,2022-05-28,2,104.18,cancelled
O001267,C0487,P0093,10/13/2023,1,36.46,completed
O002104,C0189,P0040,2023-05-24,-1,199.42,cancelled
O002905,C0134,P0080,2022-11-25,-1,214.68,cancelled
O003006,C0070,P0044,2023-05-12,-1,72.19,completed
O001418,C0238,P0007,2023-08-23,-1,391.61,completed
O000067,C0473,P0051,2022-08-09,1,332.45,cancelled
O000629,C0368,P0013,2023-10-02,1,114.29,cancelled
O002534,C0485,P0009,2022-05-11,1,472.78,completed
O003253,C0327,P0037,2022-10-20,3,359.43,completed
O004179,C0227,P0061,2023-02-09,4,14.75,completed
O003535,C0276,P0013,2022-07-02,2,114.1,cancelled
O003989,C0080,P0008,2023-07-13,3,132.36,completed
O004967,C0233,P0015,2023-06-04,2,65.44,cancelled
O000321,C0095,P0017,2023-02-28,1,296.54,completed
O004912,C0452,P0009,2022-11-13,1,406.54,completed
O000028,C0410,P0024,2023-08-15,1,375.75,completed
O001428,C0393,P0022,2022-06-10,2,432.53,completed
O004940,C0131,P0075,2023-02-11,-1,399.23,completed
O001077,C0384,P0070,2022-04-17,-1,330.39,cancelled
O002326,C0226,P0051,2022-11-04,1,395.19,cancelled
O000561,C0317,P0092,2023-04-12,1,466.59,completed
O004185,C0045,P0044,2022-08-21,4,51.83,returned
O000127,,P0012,2022-06-07,1,402.73,cancelled
O001308,C0375,P0023,06/06/2022,1,73.0,cancelled
O004844,C0249,P0052,2022-04-11,-1,100.75,completed
O003278,C0388,P0092,2023-04-26,1,534.31,cancelled
O003804,C0122,P0062,2023-02-16,-1,101.55,returned
O000754,C0403,P0091,2022-01-20,3,33.85,completed
O000014,C0350,P0004,2023-07-13,1,101.43,completed
O000695,C0432,P0011,2022-07-03,1,441.68,completed
O000986,C0350,P0017,2023-11-17,1,253.43,completed
O000290,C0400,P0086,2022-03-30,3,444.17,cancelled
O003701,C0290,P0034,2024-05-04,0,516.77,completed
O002363,C0369,P0079,2022-12-19,1,134.43,completed
O001288,C0193,P0012,2022-09-28,-1,390.04,completed
O000272,C0104,P0065,2022-04-22,1,462.26,cancelled
O001946,C0056,P0029,2024-06-10,3,305.01,completed
O002999,C0395,P0079,2022-09-24,1,141.29,completed
O002162,C0265,P0014,2022-10-05,0,223.91,cancelled
O004449,C0138,P0076,2024-04-04,0,195.19,cancelled
O003322,,P0010,2024-01-30,1,160.54,completed
O003227,C0144,P0045,2023-05-15,1,390.79,completed
O003324,C0489,P0076,2022-07-12,1,241.66,returned
O003507,C0039,P0061,2022-11-02,1,17.04,completed
O001409,C0268,P0063,2024-05-23,4,9.06,returned
O003092,C0421,P0026,2022-05-27,0,174.07,completed
O000524,C0268,P0031,2023-10-18,3,442.68,completed
O004073,C0124,P0065,2022-01-30,1,430.3,returned
O004873,C0411,P0012,2024-05-26,-1,431.93,completed
O003982,C0216,P0071,2022-03-23,1,81.5,returned
O000313,C0031,P0033,2022-04-12,1,82.5,returned
O002516,C0001,P0070,2022-04-17,2,404.89,completed
O002953,C0026,P0032,2023-12-05,-1,72.1,returned
O001674,C0318,P0002,2024-05-23,1,361.29,completed
O001787,C0219,P0033,2024-03-29,1,99.62,completed
O003809,C0184,P0078,2023-05-24,2,254.15,completed
O004523,C0058,P0073,2023-01-26,-1,207.81,completed
O001777,C0191,P0060,2023-04-23,-1,99.04,completed
O000790,C0297,P0008,2023-10-03,-1,138.1,completed
O000700,C0045,P0002,2024-04-03,3,268.6,completed
O000724,C0071,P0053,2023-03-08,2,509.88,cancelled
O001745,C0317,P0097,2022-08-25,2,264.35,completed
O002824,C0189,P0089,2023-02-18,1,404.49,cancelled
O003484,C0210,P0074,2024-03-11,0,482.94,completed
O003133,C0111,P0086,2022-10-06,3,448.65,completed
O003385,C0029,P0041,2024-06-03,2,223.15,completed
O004332,C0472,P0098,2024-02-12,2,52.01,returned
O000254,C0279,P0070,2023-07-19,3,388.99,completed
O003346,C0013,P0040,02/02/2022,4,176.33,completed
O002676,C0413,P0065,2023-02-27,1,441.81,completed
O002567,C0378,P0085,2024-06-27,1,224.7,cancelled
O004353,C0496,P0076,2022-12-22,0,187.4,completed
O002485,,P0026,2023-12-25,1,213.12,completed
O003784,C0198,P0072,2023-11-04,1,334.24,cancelled
O002803,C0117,P0026,01/16/2022,4,176.16,returned
O002320,C0441,P0075,2023-01-23,1,372.02,completed
O004849,C0239,P0008,2022-04-29,1,137.21,returned
O004415,C0479,P0048,2023-10-05,-1,48.8,completed
O004142,C0400,P0074,2022-09-22,1,360.79,completed
O001385,C0282,P0097,2024-02-25,0,258.63,completed
O004218,C0203,P0094,2023-07-16,0,345.03,completed
O004289,C0263,P0089,2024-04-06,-1,563.36,returned
O004009,C0343,P0008,2024-02-21,3,108.01,completed
O004235,C0377,P0016,2023-04-16,0,135.05,returned
O001444,C0072,P0053,2024-02-05,1,424.14,completed
O002780,C0154,P0007,2022-04-13,1,425.14,cancelled
O004681,C0432,P0065,2023-12-30,4,495.23,completed
O002997,C0414,P0017,12/12/2022,0,249.08,completed
O002542,C0061,P0039,2022-04-25,-1,331.23,returned
O004750,C0160,P0042,08/24/2023,0,538.07,completed
O000356,C0104,P0025,2022-07-02,1,252.03,returned
O002447,C0323,P0065,03/18/2024,-1,494.61,completed
O004660,C0031,P0035,2022-05-11,4,554.41,completed
O001508,C0185,P0091,2024-02-22,2,34.62,returned
O002214,C0118,P0001,2022-01-16,1,271.58,returned
O003200,C0065,P0097,2023-02-10,2,237.09,completed
O001217,C0473,P0034,2024-02-12,4,536.34,completed
O003964,C0465,P0084,2024-06-09,1,387.41,completed
O000910,C0478,P0077,2024-06-11,2,105.77,returned
O004254,C0354,P0024,2022-04-19,1,461.41,completed
O004802,C0112,P0006,2024-02-08,4,117.7,returned
O001122,C0365,P0072,2024-02-24,3,375.64,completed
O004638,C0132,P0020,2023-06-19,0,590.41,completed
O004503,C0437,P0049,11/11/2023,-1,468.62,completed
O004241,C0086,P0062,2024-02-24,1,104.3,completed
O000043,C0149,P0066,2022-11-28,3,309.89,completed
O003754,C0239,P0031,01/30/2024,3,362.01,completed
O000878,C0470,P0002,2022-07-20,1,350.85,completed
O002951,C0199,P0071,2023-03-16,4,88.72,cancelled
O000994,C0385,P0072,2022-06-19,-1,368.2,completed
O003337,C0369,P0064,2022-09-19,1,132.0,completed
O002713,C0207,P0032,2023-02-02,3,53.73,cancelled
O003771,C0301,P0032,2024-02-29,1,67.97,completed
O000092,C0238,P0016,2023-04-08,3,106.25,completed
O004574,C0016,P0018,2023-05-01,0,227.4,cancelled
O004064,C0297,P0059,2023-06-18,2,242.12,completed
O002470,C0100,P0014,2022-12-14,1,178.58,completed
O001496,C0072,P0016,2022-08-20,3,138.56,completed
O003048,C0381,P0082,2023-09-09,1,472.6,cancelled
O001711,C0023,P0029,2024-03-02,0,319.87,returned
O003290,C0148,P0092,2022-08-14,4,406.17,completed
O002125,C0053,P0049,2023-09-10,3,483.42,returned
O002323,C0008,P0047,2023-03-06,-1,423.05,returned
O003303,C0089,P0030,2024-05-24,1,319.97,completed
O001379,C0345,P0052,2022-08-04,1,70.5,completed
O001352,C0306,P0010,2024-04-19,0,129.1,cancelled
O000177,C0188,P0005,2022-06-23,1,131.69,cancelled
O002172,C0193,P0036,2022-10-28,0,285.56,cancelled
O003377,C0352,P0021,2024-06-26,1,274.13,returned
O004229,C0258,P0021,11/23/2022,2,282.61,completed
O004477,C0206,P0053,2022-08-15,2,518.62,completed
O003921,C0045,P0043,2022-02-17,1,183.74,completed
O002337,C0256,P0059,2023-12-08,3,219.47,completed
O004209,C0095,P0061,2022-08-25,4,14.67,completed
O004646,C0054,P0088,05/25/2024,1,71.54,returned
O001228,C0297,P0071,07/08/2022,-1,107.87,completed
O000294,C0412,P0033,2022-12-15,1,95.81,cancelled
O001297,C0472,P0090,2023-06-11,1,29.22,completed
O001516,C0052,P0012,2022-11-21,3,463.27,returned
O001025,C0360,P0047,2023-06-24,2,352.18,completed
O003415,C0143,P0063,2022-01-04,1,9.18,completed
O004661,C0410,P0025,2022-02-02,1,281.88,completed
O000707,,P0074,08/26/2022,1,400.73,returned
O004663,C0261,P0044,2024-06-15,1,48.96,completed
O004788,C0311,P0060,2024-02-02,1,125.88,completed
O000881,C0491,P0097,2024-02-21,0,317.47,returned
O003579,,P0052,2023-02-24,-1,79.05,completed
O004699,C0314,P0025,2022-04-18,1,346.93,completed
O000215,C0450,P0002,11/22/2023,3,309.3,completed
O003552,C0271,P0035,2022-05-30,1,485.4,completed
O000538,C0045,P0067,2023-07-21,2,334.68,cancelled
O002210,C0090,P0027,2023-12-29,3,302.31,cancelled
O001738,C0311,P0016,2022-05-30,3,150.78,returned
O001907,,P0004,2022-01-31,1,95.33,completed
O000682,C0305,P0043,2023-04-10,3,196.54,returned
O002289,C0339,P0090,2023-10-05,1,39.09,completed
O000180,C0155,P0013,2022-07-30,1,117.4,cancelled
O001916,C0262,P0042,03/27/2024,3,435.66,completed
